Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Fallout: New Vegas Ultimate Edition,PS3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,,0,0,,,0,07-02-2012,
Star Wolves,PC,Role-Playing,1C Company,X-Bow Software,,0,,,0,,04-03-2005,
Aion: Tower of Eternity,PC,Role-Playing,NCSoft,NCsoft,7.4,0,,,0,0,22-09-2009,
Summoner,PC,Role-Playing,THQ,Volition Inc.,,0,,,0,0,19-03-2001,
Legacy of Ys: Books I & II,DS,Role-Playing,Atlus,Interchannel Inc.,,0,0,,,,24-02-2009,
Arcania: Gothic 4,PS3,Role-Playing,JoWood Productions,Spellbound Entertainment AG,,0,,,0,0,13-08-2013,
Grandia II,PC,Role-Playing,Ubisoft,Game Arts,7.7,0,,,0,,10-03-2002,
Freedom Force,PC,Role-Playing,Crave Entertainment,Irrational Games,9.1,0,,,0,,24-03-2002,
Net Ghost Pipopa: Pipopa DS @ Daibouken!!!,DS,Role-Playing,Dimple Entertainment,Dimple Entertainment,,0,,0,,,26-02-2009,
Return to Krondor,PC,Role-Playing,Sierra Entertainment,PyroTechnix,,0,,,0,0,30-11-1998,
Time of Shadows,PC,Role-Playing,Take-Two Interactive,SkyFallen Entertainment,,0,,,0,0,08-09-2009,
Fallout: New Vegas Ultimate Edition,X360,Role-Playing,Bethesda Softworks,Obsidian Entertainment,,0,0,,,0,07-02-2012,
Titan Quest: Immortal Throne,PC,Role-Playing,THQ,Iron Lore,8.3,0,,,0,0,05-03-2007,
Star Wars Galaxies: Jump to Lightspeed,PC,Role-Playing,LucasArts,Sony Online Entertainment,,0,,,0,0,26-10-2004,
Lords of Xulima,PC,Role-Playing,Numantian Games,Numantian Games,,0,,,0,0,14-11-2014,22-09-2018
Gothic 3: Forsaken Gods,PC,Role-Playing,JoWood Productions,Trine Games,4.4,0,,,0,0,20-11-2008,04-01-2018
Space Siege,PC,Role-Playing,Sega,Gas Powered Games,4,0,,,0,0,12-08-2008,
Arcanum: Of Steamworks and Magick Obscura,PC,Role-Playing,Sierra Entertainment,Troika Games,,0,0,,,0,22-08-2001,
Dungeon Siege: Legends of Aranna,PC,Role-Playing,Microsoft Game Studios,Gas Powered Games,,0,,,0,0,11-11-2003,
Paper Mario,VC,Role-Playing,Nintendo,Intelligent Systems,9,0,,,0,0,16-07-2007,
Wizardry 8,PC,Role-Playing,Sirtech,"Sir-tech Software, Inc.",,0,,,0,0,14-11-2001,
Dawn of Magic,PC,Role-Playing,Atari,Sky Fallen / 1C,,0,,,0,0,23-10-2007,
System Shock 2,PC,Role-Playing,Electronic Arts,Irrational Games / Looking Glass Studios,8.9,0,,,0,0,11-08-1999,
Heroes of Might and Magic V: Tribes of the East,PC,Role-Playing,Unknown,Nival Interactive,,0,,,0,0,18-10-2007,
The Elder Scrolls III: Morrowind,PC,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.7,0,,,0,0,01-05-2002,
Dungeons & Dragons: Daggerdale,PC,Role-Playing,Atari,Bedlam Games,6,0,,,0,0,25-05-2011,
The Elder Scrolls IV: Oblivion - Game of the Year Edition,X360,Role-Playing,2K Games,Bethesda Softworks,8.5,0,,,0,0,10-09-2007,
Divine Divinity,PC,Role-Playing,CDV Software Entertainment,Larian Studios,,0,,,0,0,22-09-2002,
Beyond Divinity,PC,Role-Playing,Hip Interactive,Larian Studios,,0,,,0,0,28-04-2004,
Hottarake no Shima: Kanata to Nijiiro no Kagami,DS,Role-Playing,Namco Bandai,Bandai Namco Games,,0,,0,,,06-08-2009,
Nox,PC,Role-Playing,Electronic Arts,Westwood Studios,,0,,,0,0,31-01-2000,
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,PC,Role-Playing,Bethesda Softworks,Bethesda Softworks,,0,,,0,0,26-05-2009,
Phantasy Star Universe,PC,Role-Playing,Sega,Sonic Team,6.4,0,,,0,0,24-10-2006,
City of Villains,PC,Role-Playing,NCSoft,Cryptic Studios,,0,,,0,0,31-10-2005,
Age of Pirates: Caribbean Tales,PC,Role-Playing,Playlogic Game Factory,Akella,,0,,,0,0,12-09-2006,
Street Fighter 30th Anniversary Collection,PC,Fighting,Capcom,Capcom,,0,,,0,0,29-05-2018,07-11-2018
WWE Raw,PC,Fighting,THQ,THQ,,0,,,0,0,14-10-2002,
Ben 10 Omniverse 2,PS3,Fighting,D3 Publisher,High Voltage Software,,0,0,,,0,05-11-2013,02-01-2019
Super Smash Bros.,VC,Fighting,Nintendo,HAL Laboratory,,0,,,0,,21-12-2009,
Undercover: Dual Motives,DS,Adventure,Unknown,Sproing Interactive Media,,0,,,0,0,,
Darkstone,PC,Role-Playing,Gathering of Developers,Delphine Software International,7.5,0,,,0,,13-07-1999,
Enclave: Shadows of Twilight,Wii,Role-Playing,TopWare,Village1 Entertainment,,0,,,0,,27-04-2011,
Throne of Darkness,PC,Role-Playing,Sierra Entertainment,Click Entertainment,,0,,,0,,24-09-2001,
Anachronox,PC,Role-Playing,Eidos Interactive,Ion Storm Inc.,,0,,,0,,25-06-2001,
Freedom Force vs The 3rd Reich,PC,Role-Playing,Sierra Entertainment,Irrational Games,,0,,,0,,08-03-2005,
The Elder Scrolls IV: Oblivion - Game of the Year Edition,PS3,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.5,0,,,0,0,16-10-2007,
Star Wars Galaxies: The Total Experience,PC,Role-Playing,LucasArts,Sony Online Entertainment,,0,,,0,,25-05-2005,
Arx Fatalis,PC,Role-Playing,JoWood Productions,Arkane Studios,,0,,,0,0,11-11-2002,
LEGO Ninjago Nindroids,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,Hellbent Games,,0,,,0,0,29-07-2014,01-05-2019
Harry Potter for Kinect,X360,Action-Adventure,Warner Bros. Interactive Entertainment,Eurocom,,0,,,0,0,09-10-2009,01-05-2019
Assassin's Creed Chronicles: China,PC,Action-Adventure,Ubisoft,Climax Studios,,0,,,0,0,21-04-2015,30-12-2018
Rise of the Guardians: The Video Game,DS,Action-Adventure,D3Publisher,Torus Games Pty. Ltd.,,0,,,0,,20-11-2012,25-04-2019
The Amazing Spider-Man (2012),PSV,Action-Adventure,Activision,Beenox,,0,,,0,0,19-11-2013,15-03-2018
The Amazing Spider-Man (2012),PC,Action-Adventure,Activision,Beenox,,0,0,,,0,10-08-2012,15-03-2018
Resident Evil Zero,PS3,Action-Adventure,Capcom,Capcom,,0,,,0,0,19-01-2016,04-09-2018
Mage Knight: Apocalypse,PC,Role-Playing,Namco Bandai,InterServ International,,0,,,0,0,26-09-2006,
Izuna: Legend of the Unemployed Ninja,DS,Role-Playing,Atlus,Ninja Studio,6.4,0,,,0,,20-02-2007,
Final Fantasy XI: Online,PC,Role-Playing,Square Enix,Square Enix,8.2,0,,,0,,21-09-2004,
Tir Na Nog Yuukyuu no Jin,PS2,Role-Playing,System Soft,System Soft,,0,,0,,,29-04-2009,
Chocobo to Mahou no Ehon: Special Package,DS,Role-Playing,Square Enix,High Horse Entertainment,,0,,0,,,11-12-2008,
Souhashiki Gadget Robo,DS,Role-Playing,Creative Core,Creative Core,,0,,0,,,11-12-2008,
Deus Ex Complete,PC,Role-Playing,Mastertronic,Ion Storm Inc.,,0,,,0,0,26-06-2009,
Elminage DS Remix: Yami no Fuo to Kamigami no Yubiwa,DS,Role-Playing,Starfish,Starfish SD,,0,,0,,,13-11-2008,
Steal Princess (JP sales),DS,Role-Playing,Atlus,Climax Entertainment,,0,,0,,,19-05-2009,
Downtown Secrets,PC,Adventure,Mastertronic,Big Fish Games,,0,,,0,0,16-03-2012,01-05-2019
Keepsake,PC,Adventure,The Adventure Company,Wicked Studios,,0,,,0,0,31-03-2006,
The Crown of Midas,Wii,Adventure,Unknown,Funbox Media,,0,,,0,0,04-11-2011,
Sam & Max Hit the Road,PC,Adventure,LucasArts,LucasArts,9,0,,,0,,01-01-1993,
Urban Yeti,GBA,Adventure,Telegames,Cave Barn,,0,0,,0,,16-08-2002,
Sherlock Holmes: The Awakened,PC,Adventure,Focus Home Interactive,Frogwares,6,0,,,0,,01-03-2007,
Naruto Shippuden: Ultimate Ninja Storm 4,PC,Fighting,Namco Bandai Games,CyberConnect2,,0,,,0,0,05-02-2016,22-09-2018
ADK Tamashii,PS2,Fighting,SNK Playmore,SNK Playmore Corporation,,0,,0,,,18-12-2008,
Bionic Commando,PC,Adventure,Capcom,GRIN,,0,,,0,0,28-07-2009,
Messiah,PC,Adventure,Interplay,Shiny Entertainment,,0,,,0,,31-03-2000,
Fierce Tales: Marcus' Memory,PC,Adventure,Big Fish Games,Big Fish Games,,0,,,0,0,03-02-2014,01-05-2019
The Waterhorse: Legend of the Deep,DS,Adventure,Blast! Entertainment Ltd,Atomic Planet Entertainment,,0,,,0,0,25-04-2008,
Simon the Sorcerer 3D,PC,Adventure,Adventure Soft,Headfirst Productions,,0,,,0,,13-04-2002,
Atlantis Evolution,PC,Adventure,The Adventure Company,Atlantis Interactive Entertainment,,0,,,0,0,17-10-2004,
Escape The Museum,PC,Adventure,Unknown,Gogii Games,,0,,,0,0,29-04-2008,
Love Once,PSP,Adventure,Unknown,Maid meets Cat,,0,,0,,,30-09-2010,
Fairyland Melody Magic,DS,Adventure,Ubisoft,Ubisoft Shanghai,,0,,,0,0,10-11-2009,
Beyond Good & Evil,PC,Adventure,Ubisoft,Ubisoft Montpellier,,0,,,0,,19-11-2003,
Horrid Henry: Missions of Mischief,PC,Adventure,SouthPeak Interactive,Asylum Entertainment,,0,,,0,0,31-08-2010,
Second Sight,PC,Adventure,Codemasters,Free Radical Design,7,0,,,0,,18-02-2005,
Dexter's Lab / Powerpuff Girls Bundle,GBA,Adventure,BAM! Entertainment,Virtucraft / Sennari Interactive,,0,0,,0,,22-05-2003,
Samantha Swift and the Golden Touch,PC,Adventure,Mumbo Jumbo,MumboJumbo,,0,,,0,0,29-04-2009,
Emma in the Mountains,DS,Adventure,Aspyr,Nobilis,,0,0,,,,24-11-2008,
Women's Murder Club: Death in Scarlet,PC,Adventure,Elephant Entertainment,Oberon Media,,0,,,0,0,03-04-2008,
Metropolis Crimes,DS,Adventure,Ubisoft,Lexis Numerique,,0,,,0,0,01-10-2009,
Samantha Swift and the Hidden Roses of Athena,PC,Adventure,Mumbo Jumbo,MumboJumbo,,0,,,0,0,08-10-2008,
Jolly Rover,PC,Adventure,Unknown,Brawsome,,0,,,0,0,07-06-2010,
Overclocked: A History of Violence,PC,Adventure,Lighthouse Interactive,House of Tales,,0,,,0,0,07-04-2008,
Titanic: Adventure out of Time,PC,Adventure,GTE Entertainment,Cyberflix,,0,,,0,0,31-10-1996,
Gone Home,PC,Adventure,The Fullbright Company,The Fullbright Company,9.1,0,,,0,0,15-08-2013,21-01-2018
Runaway: The Dream of the Turtle,Wii,Adventure,Focus Home Interactive,93 Games Studio,,0,,,0,0,29-11-2009,
Victorious: Taking the Lead,Wii,Adventure,D3Publisher,High Voltage Software,,0,,,0,,13-11-2012,08-05-2019
Penumbra: Overture,PC,Adventure,Got Game Entertainment,Frictional Games,6.9,0,,,0,0,08-05-2007,
Shadow of Destiny,PC,Adventure,Konami,Runecraft,,0,,,0,0,22-07-2002,
Obscure,PC,Adventure,DreamCatcher Interactive,Hydravision Entertainment,,0,,,0,0,06-04-2005,
Yamamura Misa Suspense: Kyoto Kuramayama Shou Satsujin Jiken,PSP,Adventure,Marvelous Interactive,Marvelous Interactive,,0,,0,,,03-09-2009,
Runaway: The Dream of the Turtle,DS,Adventure,Focus Home Interactive,Cyanide,,0,,,0,0,14-11-2007,
Broken Sword: The Sleeping Dragon,PC,Adventure,The Adventure Company,Revolution Software,,0,,,0,0,17-11-2003,
Adam's Venture Episode 1: The Search For The Lost Garden,PC,Adventure,Iceberg Interactive,Vertigo Gaming Inc.,,0,,,0,0,02-10-2009,
Routes Portable,PSP,Adventure,Aquaplus,Aquaplus,,0,,0,,,25-01-2007,
MotoGP 18,PC,Racing,Milestone S.r.l.,Milestone S.r.l,,0,,,0,0,31-03-2018,02-01-2019
18 Wheels of Steel: Haulin',PC,Racing,ValuSoft,SCS Software,,0,,,0,,08-12-2006,
Disney Sports Motocross,GBA,Racing,Konami,Konami,5.2,0,0,,,,31-03-2003,
Osouji Sentai Clean Keeper H,PS2,Adventure,Idea Factory,Lupinus,,0,,0,,,01-10-2009,
Up,PC,Adventure,THQ,THQ,,0,,,0,0,26-05-2009,
Kemeko Deluxe! DS: Yome to Meka to Otoko to Onna,DS,Adventure,5pb,Suzak,,0,,0,,,26-02-2009,
Pogo Island,DS,Adventure,Electronic Arts,Electronic Arts,,0,,,0,0,26-03-2007,
Dead Reefs,PC,Adventure,The Adventure Company,Streko-Graphics Inc.,,0,,,0,,03-07-2007,
Marvel vs. Capcom: Infinite,PC,Fighting,Capcom,Capcom,,0,,,0,0,19-09-2017,22-09-2018
Spinout,PSP,Racing,Ghostlight,Icon Games,,0,,,0,0,20-03-2008,
TrackMania,PC,Racing,Enlight,Nadeo,,0,,,0,0,08-07-2004,
Top Gear GT Championship,GBA,Racing,Kemco,Kemco,,0,0,,0,0,09-07-2001,
Rayman Arena,PC,Racing,Ubisoft,Ubisoft,5.1,0,,,0,,24-09-2002,
Superstars V8 Next Challenge,PC,Racing,Deep Silver,Milestone S.r.l.,,0,0,,,0,25-01-2011,
Superstars V8 Racing,PC,Racing,Black Bean Games,Milestone S.r.l,,0,,,0,0,26-06-2009,
Hard Truck 2,PC,Racing,ValuSoft,ValuSoft,,0,,,0,,31-12-2001,01-05-2019
Dual Blades,GBA,Fighting,Metro 3D,Metro3D,6,0,0,,0,0,07-10-2002,
Ready 2 Rumble Boxing: Round 2,GBA,Fighting,Midway Games,Midway Games,4.8,0,0,,0,0,30-05-2001,
Value Pack: Street Fighter Zero 3 Double Upper / Vampire Chronicle: The Chaos Tower,PSP,Fighting,Capcom,Capcom,,0,,0,,,29-01-2009,
Dragon Ball: Evolution (jp sales),PSP,Fighting,Namco Bandai,Dimps Corporation,,0,,0,,,08-04-2009,
Hajime no Ippo: The Fighting! DS,DS,Fighting,D3 Publisher,ESP Software,,0,,0,,,04-12-2008,
Mortal Kombat Advance,GBA,Fighting,Midway Games,Virtucraft,,0,0,,0,0,12-12-2001,
Ben 10 Omniverse 2,Wii,Fighting,D3 Publisher,High Voltage Software,,0,0,,0,0,05-11-2013,02-01-2019
Ben 10 Omniverse 2,WiiU,Fighting,D3 Publisher,High Voltage Software,,0,0,,,0,05-11-2013,02-01-2019
HimeHibi: New Princess Days!! Zoku! Ni-Gakki Portable,PSP,Adventure,Takuyo,Takuyo,,0,,0,,,25-02-2010,
Jade Rousseau,PC,Adventure,Phenomedia,DECK13 Interactive,,0,,,0,0,11-05-2011,24-07-2018
Tago Akira no Atama no Taisou Dai-3-Shuu: Fushigi no Kuni no Nazotoki Otogibanashi,DS,Adventure,Level 5,Level 5,,0,,0,,,08-10-2009,
Broken Sword: The Serpent's Curse,PC,Adventure,Revolution Software,Revolution Software,,0,,,0,0,20-06-2014,01-01-2018
Agatha Christie: And Then There Were None,PC,Adventure,The Adventure Company,AWE Games,,0,,,0,0,30-10-2005,
Art of Murder: FBI Confidential,PC,Adventure,City Interactive,City Interactive,,0,,,0,0,29-07-2008,
Return to Mysterious Island,PC,Adventure,The Adventure Company,Kheops Studio,,0,,,0,0,02-11-2004,
Princess Isabella: A Witch's Curse,PC,Adventure,Unknown,Gogii Games,,0,,,0,0,24-08-2009,
Arthur and the Invisibles,PSP,Adventure,Atari,Etranges Libellules,,0,,,0,0,16-02-2007,
The Book of Unwritten Tales 2,PC,Adventure,Nordic Games,KING Art Games,,0,,,0,0,04-09-2014,31-12-2017
Discworld Noir,PC,Adventure,GT Interactive,Perfect Entertainment,,0,,,0,,01-01-1999,
Nancy Drew: Danger By Design,PC,Adventure,Her Interactive,Her Interactive,,0,,,0,0,11-07-2006,
The Thing,PC,Adventure,VU Games,Computer Artworks,,0,,,0,0,20-08-2002,
Piyo-Tan: Oyashiki Sennyuu Daisakusen!,PS2,Adventure,Prototype,Visual Arts,,0,,0,,,28-08-2008,
Naraba's World: The Mysterious Palace,DS,Adventure,Mentor Interactive,Mentor Interactive,,0,0,,,0,07-05-2012,02-05-2019
The Golden Compass,PC,Adventure,Sega,Shiny Entertainment,,0,,,0,,14-12-2007,
Leisure Suit Larry: Magna Cum Laude,PC,Adventure,VU Games,High Voltage Software,,0,,,0,0,05-10-2004,
Death to Spies,PC,Adventure,Atari,Haggard Games,,0,,,0,0,16-10-2007,
Hollywood Files: Deadly Intrigues,DS,Adventure,Unknown,Foreign Media Games,,0,0,,0,0,14-06-2011,
Prince of Persia: Warrior Within,PC,Adventure,Ubisoft,Ubisoft Montreal,,0,,,0,0,30-11-2004,
Barbie as The Island Princess,PC,Adventure,Activision,Human Soft / Ivolgamus,,0,,,0,0,30-10-2007,
Alone in the Dark: The New Nightmare,PC,Adventure,Infogrames,Spiral House,,0,,,0,0,25-06-2001,
CSI: Dark Motives,PC,Adventure,Ubisoft,369 Interactive,,0,,,0,0,23-03-2004,
The Curse of Monkey Island,PC,Adventure,LucasArts,LucasArts,,0,,,0,0,31-10-1997,
Dora the Explorer Double Pak,GBA,Adventure,Global Star Software,CineGroupe / ImaginEngine,,0,0,,0,0,05-02-2007,
Secrets of the Vatican: The Holy Lance,PC,Adventure,Mastertronic,Mastertronic,,0,,,0,0,06-11-2009,
Keiki J.B. Harold Jikenbo: Manhattan Requiem & Kiss of Murder,DS,Adventure,fonfun,althi Inc.,,0,,0,,,27-11-2008,
Dark Fall: The Journal,PC,Adventure,The Adventure Company,XXV Productions,,0,,,0,0,25-07-2003,
Discworld,PC,Adventure,Psygnosis,Perfect Entertainment,,0,,,0,0,01-01-1995,
Drawn to Life (JP sales),DS,Adventure,THQ,5TH Cell,,0,,0,,,10-09-2007,
Paradise,PC,Adventure,Ubisoft,White Birds Productions,,0,,,0,0,03-05-2006,
Oddly Enough: Pied Piper,PC,Adventure,Alawar Entertainment,"Alawar Entertainment, Inc.",,0,,,0,0,06-11-2011,03-05-2019
From Dust,PC,Adventure,Ubisoft,Ubisoft Montpellier,8.2,0,0,,,0,17-08-2011,
Memories Off 6: T-Wave,X360,Adventure,5pb,5pb. Games,,0,,0,,,27-08-2009,
Tonari ni Kanojo no Iru Shiawase: Winter Guest,PS4,Adventure,Entergram,Entergram,,0,,0,,,28-06-2018,12-08-2018
Hitsuji Kunnara Kiss Shite Ageru *,PSP,Adventure,CyberFront,CyberFront,,0,,0,,,19-03-2009,
Adventure Time: The Secret of the Nameless Kingdom,PS3,Adventure,Little Orbit,WayForward Technologies,,0,0,,,0,18-10-2014,17-04-2018
Until Dawn,PS3,Adventure,Sony Computer Entertainment America,Supermassive Games Ltd.,,0,,,0,0,01-01-2014,02-05-2019
Diabolik: The Original Sin,DS,Adventure,Black Bean Games,Artematica Entertainment,,0,,,0,0,26-06-2009,
Another Time Another Leaf: Kagami no Naka no Tantei,DS,Adventure,Arc System Works,Killaware,,0,,0,,,23-04-2009,
Hakuouki: Zuisouroku Twin Pack,PS2,Adventure,Idea Factory,Idea Factory,,0,,0,,,27-08-2009,
Prince of Persia: The Sands of Time,PC,Adventure,Ubisoft,Ubisoft Montreal,9,0,,,0,0,30-11-2003,
Murasaki no Honoo,PS2,Adventure,Idea Factory,Idea Factory,,0,,0,,,27-11-2008,
Breath: Toiki wa Akaneiro,DS,Adventure,Success,Success,,0,,0,,,26-06-2008,
Saikin Koishiteru?,DS,Adventure,D3 Publisher,Microvision,,0,,0,,,30-07-2009,
Sakai Burai Kaiji: Death or Survival,DS,Adventure,Compile Heart,Compile Heart,,0,,0,,,25-09-2008,
LEGO Island 2: The Brickster's Revenge,GBA,Adventure,LEGO Media,Silicon Dreams,,0,0,,0,0,02-10-2001,
Call of Cthulhu: Dark Corners of the Earth,PC,Adventure,2K Games,Headfirst Productions,,0,,,0,0,26-04-2006,
The Mystery of the Crystal Portal,PC,Adventure,Avanquest,G5 Software,,0,,,0,0,28-05-2010,
Tago Akira no Atama no Taisou Dai-4-Shuu: Time Machine no Nazotoki Daibouken,DS,Adventure,Level 5,Level 5,,0,,0,,,08-10-2009,
Frankenstein: The Dismembered Bride,PC,Adventure,Mastertronic,Mastertronic,,0,,,0,0,06-11-2009,
Sinking Island,PC,Adventure,Encore,White Birds Productions,,0,,,0,0,21-08-2008,
Prisoner of War,PC,Adventure,Codemasters,Wide Games,,0,,,0,0,30-09-2002,
Still Life,PC,Adventure,The Adventure Company,Microids,6.4,0,,,0,0,04-05-2005,
Dreamfall: The Longest Journey,PC,Adventure,Aspyr,Funcom,7.4,0,,,0,0,17-04-2006,
Dracula: Origin,PC,Adventure,The Adventure Company,Frogwares,,0,,,0,0,02-06-2008,
Hayarigami 2 Portable: Keishichou Kaii Jiiken File,PSP,Adventure,Nippon Ichi Software,Nippon Ichi Software,,0,,0,,,07-08-2008,
Hayarigami 2 DS: Toshidensetsu Kaii Jiken,DS,Adventure,Nippon Ichi Software,Nippon Ichi Software,,0,,0,,,09-07-2009,
Your Memories Off: Girl's Style,PSP,Adventure,5pb,5pb. Games,,0,,0,,,26-02-2009,
Toudou Ryuunosuke Tantei Nikki: Aen no Koufune,DS,Adventure,fonfun,fonfun,,0,,0,,,26-03-2009,
Toudou Ryuunosuke Tantei Nikki: Kohakuiro no Yuigon,DS,Adventure,fonfun,fonfun,,0,,0,,,18-12-2008,
Memories Off #6 Double Pack,X360,Adventure,5pb,5pb. Games,,0,,0,,,27-08-2009,
Agatha Christie: Evil Under the Sun,PC,Adventure,The Adventure Company,AWE Games,,0,,,0,0,16-10-2007,
Sam & Max: Season Two,PC,Adventure,Telltale Games,Telltale Games,,0,,,0,0,11-04-2009,
Sam Power: Footballer,DS,Sports,Ubisoft,Tectoy Digital,,0,,,0,0,13-03-2009,
Blood Bowl 2,PS4,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,0,29-05-2015,16-09-2018
Football Manager 2006,X360,Sports,Sega,Sports Interactive,8.5,0,,,0,0,13-04-2006,
Major Dream: Major Wii Perfect Closer,Wii,Sports,Takara Tomy,Takara Tomy,,0,,0,,,11-12-2008,
Winning Post World 2010,X360,Sports,KOEI,Koei,,0,,0,,,02-04-2010,
Championship Manager 4,PC,Sports,Eidos Interactive,Sports Interactive,,0,,,0,0,29-03-2003,
Championship Manager: Season 00/01,PC,Sports,Eidos Interactive,Sports Interactive,,0,,,0,0,02-01-2000,
Sports Champions 2,PS3,Sports,Sony Computer Entertainment,SCEA San Diego Studio / Zindagi Games,,0,,,0,0,30-10-2012,11-04-2018
Nostradamus: The Last Prophecy,PC,Adventure,MC2 Entertainment,Kheops Studio,,0,,,0,0,30-09-2007,
Marine Life Rescue,Wii,Adventure,Conspiracy Entertainment,Conspiracy Entertainment,,0,0,,,0,01-12-2011,
Prince of Persia: The Two Thrones,PC,Adventure,Ubisoft,Ubisoft Montreal,,0,,,0,0,01-12-2005,
WSC Real 09: World Championship Snooker,Wii,Sports,Blade Interactive,Blade Interactive,,0,,,0,0,28-08-2009,
Championship Manager 5,PC,Sports,Eidos Interactive,Beautiful Game Studios,,0,,,0,0,18-03-2005,
Virtua Tennis 2009,PC,Sports,Sega,Sumo Digital,,0,,,0,0,09-06-2009,
ProStroke Golf: World Tour 2007,PS2,Sports,Oxygen Interactive,Gusto Games,,0,0,,0,0,01-09-2006,
Tour de France 2014,X360,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,0,20-06-2014,30-12-2018
Myst V: End of Ages,PC,Adventure,Ubisoft,Cyan Worlds,,0,,,0,0,19-09-2005,
Will O' Wisp DS,DS,Adventure,Idea Factory,Idea Factory,,0,,0,,,26-03-2009,
Ayaka Shibito Portable,PSP,Adventure,Dimple Entertainment,HuneX,,0,,0,,,19-03-2009,
Dark Fall: Lights Out - The Director's Cut Edition,PC,Adventure,Iceberg Interactive,XXV Productions,,0,,,0,0,11-12-2009,
Samantha Swift and the Secret Scroll,Wii,Adventure,Mumbo Jumbo,MumboJumbo,,0,0,,,0,08-06-2010,
Hyakko: Yorozuya Jikenbo!,PS2,Adventure,5pb,Genterprise,,0,,0,,,09-04-2009,
Prison Break: The Conspiracy,PC,Adventure,Deep Silver,ZootFly,2.5,0,,,0,0,30-03-2010,
Juujimoto Ripputai Sypher Portable,PSP,Adventure,Abel,Abel Software,,0,,0,,,27-08-2009,
Postman Pat,DS,Adventure,Blast! Entertainment Ltd,The Code Monkeys,,0,,,0,0,14-03-2008,
The Hobbit,PC,Adventure,Sierra Entertainment,Midway Studios - Austin,,0,,,0,0,10-11-2003,
Nearwood,PC,Adventure,Viva Media,MagicIndie,,0,,,0,0,16-04-2014,02-05-2019
Myst: Masterpiece Edition,PC,Adventure,Red Orb,Cyan Worlds,,0,,,0,0,01-01-1999,
Mystery Case Files: Prime Suspects,PC,Adventure,Big Fish Games,Big Fish Games,,0,,,0,0,02-05-2006,
Silent Hill 3,PC,Adventure,Konami,Team Silent,,0,,,0,0,02-12-2003,
CSI: Miami,PC,Adventure,Ubisoft,369 Interactive,,0,,,0,0,16-11-2004,
Shaun the Sheep: Off His Head,DS,Adventure,D3 Publisher,Aardman Animations,,0,,,0,0,23-10-2009,
NBA Live 08,PC,Sports,EA Sports,EA Canada,,0,,,0,0,30-10-2007,
Winning Post World,Wii,Sports,KOEI,Koei,,0,,0,,,02-04-2009,
WSC REAL 08: World Snooker Championship,Wii,Sports,Koch Media,Blade Interactive,,0,,,0,0,14-11-2008,
John Daly's ProStroke Golf,PC,Sports,O-Games,Gusto Games,,0,0,,0,0,05-10-2010,
Championship Manager 2006,PC,Sports,Eidos Interactive,Beautiful Game Studios,,0,,,0,0,31-03-2006,
World Snooker Championship 2005,PC,Sports,Sega,Blade Interactive,,0,,,0,0,15-04-2005,
FIFA Manager 09,PC,Sports,Electronic Arts,Bright Future GmbH,,0,,,0,0,31-10-2008,
FIFA Manager 08,PC,Sports,EA Sports,Bright Future GmbH,,0,,,0,0,02-11-2007,
Imagine: Champion Rider,Wii,Sports,Ubisoft,Phoenix Interactive,,0,,,0,0,07-11-2008,
Blood Bowl,DS,Sports,Unknown,Cyanide Studio,,0,,,0,0,,
High Heat Major League Baseball 2003,GBA,Sports,3DO,Mobius Entertainment,6,0,0,,0,0,05-03-2002,
Imagine: Champion Rider,PC,Sports,Ubisoft,Phoenix Interactive,,0,,,0,0,01-01-2008,
Agassi Tennis Generation 2002,GBA,Sports,DreamCatcher Interactive,Aqua Pacific,,0,0,,0,0,30-09-2003,
Championship Manager 2007,PC,Sports,Eidos Interactive,Beautiful Game Studios,,0,,,0,0,13-10-2006,
International Cricket Captain III,PSP,Sports,Empire Interactive,Atomic Planet Entertainment,,0,,,0,0,16-11-2007,
World Snooker Championship: Season 2007-08,DS,Sports,Blade Interactive,Blade Interactive,,0,,,0,0,26-10-2007,
Handball 16,PSV,Sports,Bigben Interactive,EKO Software,,0,,,0,0,27-11-2015,24-04-2018
Tiger Woods PGA Tour 2004,PC,Sports,EA Sports,Headgate Studios,,0,0,,0,0,22-09-2003,
Blood Bowl 2,XOne,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,0,29-05-2015,15-09-2018
Jonny Moseley Mad Trix,GBA,Sports,3DO,"GFX Construction, Inc.",,0,0,,0,0,15-02-2002,
X-Bladez: In-Line Skater,GBA,Sports,Crave Entertainment,Crave,,0,0,,0,0,05-04-2002,
BattleSport,PS,Sports,Acclaim Entertainment,Unexpected Development,,0,0,,0,0,30-06-1997,
World Snooker Challenge 2007,PSP,Sports,Sega,Blade Interactive,,0,,,0,0,12-01-2007,
Hustle Kings VR,PS4,Sports,Sony Interactive Entertainment,EPOS Game Studios,,0,,,0,0,10-10-2016,20-04-2018
